audit_id,order_id,field_name,old_value,new_value,changed_at,changed_by
69243,9259,order_total,LTXO04,8CXKWO,2024-10-13T00:55:35,ops
69244,94418,shipping_address,P5IMBK,HRI3JI,2024-07-06T18:11:24,system
69245,87475,customer_phone,KLOPGW,PGUEUA,2025-03-21T22:50:15,system
69246,95403,notes,GE8PMV,BQNN4X,2025-12-05T02:53:01,system
69247,35496,customer_phone,N2OGQ4,UW5SUG,2024-05-10T13:44:03,support
69248,20633,customer_phone,JAFJRZ,FU9GAM,2024-09-19T14:04:15,ops
69249,5511,current_status,WS8XQ8,SYUWWH,2024-04-25T01:56:24,system
69250,114650,notes,NLWV8S,DIE7CK,2025-07-14T03:40:11,ops
69251,9836,customer_phone,QUJ0R7,ME54EX,2026-01-15T11:44:57,ops
69252,40546,customer_phone,718526,ZKU8SO,2025-11-13T23:02:34,support
69253,41442,customer_phone,CGH2WJ,SXR5N2,2024-03-12T20:05:41,support
69254,70822,order_total,O5JBAL,DRAFUI,2024-11-29T11:00:10,ops
69255,9628,shipping_address,90CFEQ,7ZEP3V,2025-05-18T22:59:59,support
69256,70472,notes,YAVQV2,XHUL49,2024-12-18T14:59:25,system
69257,1173,current_status,KV2OGY,ZSYT4N,2025-03-22T17:45:33,system
69258,29841,customer_phone,8X48SX,EX7DZS,2025-03-29T19:01:01,system
69259,29214,current_status,RM3AO3,WFJI25,2025-12-14T01:51:23,system
69260,21990,current_status,620K4G,WZ8H6X,2025-05-24T07:40:08,system
69261,12873,notes,UL3HBU,WI9WHA,2025-04-19T22:00:19,support
69262,92896,shipping_address,EF1ER3,OK5ED3,2024-05-20T17:59:38,support
69263,29898,notes,1XMLB9,UK073N,2024-05-14T05:13:54,support
69264,59944,notes,YCFUF3,AM87ZS,2025-01-15T07:56:03,system
69265,113717,shipping_address,JVQ3RA,R60PC4,2024-11-15T07:18:19,system
69266,84816,order_total,UAOG4E,ZNGJZY,2025-12-26T12:06:48,system
69267,45792,notes,7VLHJC,LY0AWM,2025-02-10T07:38:57,system
69268,12487,customer_phone,IBVOOK,ULYTNB,2025-03-08T21:34:59,ops
69269,61344,customer_phone,CZKQ76,A2EG4P,2025-01-13T07:23:33,ops
69270,49234,shipping_address,61NHEY,NPQV15,2025-05-20T17:11:48,support
69271,84846,notes,726KAT,0JNM8Q,2025-08-14T23:40:51,system
69272,92454,order_total,BTEQD1,LC4JP4,2024-08-01T11:42:14,system
69273,9940,shipping_address,UPOJ70,IFLTGQ,2025-05-25T18:18:37,support
69274,70604,current_status,O7P93B,IR2NVT,2025-12-10T02:51:13,system
69275,21586,order_total,PHZ3E0,ICGSOA,2024-06-25T13:54:44,system
69276,88706,order_total,H35LRS,O1TA10,2025-03-03T20:12:05,system
69277,60672,notes,GWTTHV,G0UMS3,2025-09-18T22:32:18,support
69278,117434,current_status,JHSCQ5,SYSKCG,2024-12-17T04:46:20,support
69279,116123,order_total,R8ICNE,EPI1UW,2025-06-20T03:09:27,system
69280,30902,current_status,TW3IDA,5G35CN,2024-06-27T16:57:52,system
69281,18415,notes,LY1SRP,C2BXCT,2025-03-06T07:21:27,support
69282,33274,order_total,BO2W62,9MNT9E,2025-12-11T00:06:09,ops
69283,114665,notes,ISX6WS,H5UDZB,2025-06-26T06:02:40,system
69284,41073,notes,Q7NU9N,M5L7EZ,2025-12-05T14:44:42,ops
69285,119138,customer_phone,SOND39,2G7529,2025-11-07T15:58:54,system
69286,70082,customer_phone,YQUZTE,GQYNDQ,2024-09-04T23:14:02,ops
69287,40449,notes,SW7CVF,V4PB95,2025-06-26T23:15:54,system
69288,60657,notes,D4F9Y2,5LS53G,2024-08-05T07:06:22,system
69289,78006,order_total,P0XBD4,1PFHVR,2024-08-03T14:52:28,support
69290,33179,notes,CN025R,O61ZD8,2024-03-12T06:03:47,support
69291,91825,order_total,35HPAW,5C0ECV,2024-05-30T18:42:48,support
69292,20394,customer_phone,6VODHD,D0GCPC,2024-05-01T16:49:07,support
69293,68522,current_status,P4NE06,MBQ4KK,2024-12-05T02:10:51,system
69294,41590,current_status,XP31XR,XAXQHU,2024-09-14T12:16:47,system
69295,80034,notes,XH38C4,3NHK8Q,2025-08-12T17:23:37,system
69296,9057,shipping_address,W3X6A8,8NBMGF,2024-11-23T13:03:03,ops
69297,107988,current_status,2BR40L,MOW428,2025-07-03T10:10:58,ops
69298,82929,customer_phone,T02MRL,KCQ7VU,2024-10-16T13:53:02,system
69299,1696,customer_phone,VTY1XE,GUWTWN,2025-07-16T20:25:34,ops
69300,37341,shipping_address,MLRHSQ,67XFKW,2025-10-31T08:32:29,support
69301,18064,order_total,852NWK,NB6YVN,2026-02-09T13:29:49,support
69302,72648,current_status,CHVN0J,MG8QZD,2024-07-16T08:41:44,ops
69303,86219,current_status,WGKPIM,JOGI4V,2024-10-05T19:47:06,system
69304,65215,notes,WSY55N,E4UMU7,2024-04-02T11:57:30,support
69305,20996,customer_phone,WQI28L,UVG2E5,2025-03-28T03:01:01,ops
69306,117510,notes,UFHSJW,I0OUXD,2025-11-17T21:03:55,support
69307,81570,order_total,E0UNV3,25KFBF,2025-06-17T16:04:41,support
69308,68549,order_total,TGUAGL,64KPM8,2025-11-27T14:41:37,system
69309,108934,customer_phone,S846OT,LY152F,2024-12-27T12:32:05,support
69310,49746,customer_phone,KPIWV3,NNXAVJ,2024-04-10T00:14:40,support
69311,114706,shipping_address,8JPIDE,CAVFI3,2025-11-26T10:22:54,support
69312,99287,current_status,MYTVRD,A5KXQH,2025-11-09T10:50:59,ops
69313,32481,current_status,K1H73W,O1ZA79,2024-12-07T01:13:15,system
69314,111433,order_total,OBIRUX,CNLIXK,2025-12-05T19:12:18,ops
69315,97778,shipping_address,NHXLIK,6BM9G7,2024-11-15T23:30:54,ops
69316,106015,customer_phone,3MZBP3,KYSTKI,2024-10-17T13:20:28,system
69317,85889,customer_phone,Q0UA9O,JPQGFR,2025-06-24T05:35:56,system
69318,109940,notes,U5W1KN,TI6AML,2024-05-19T05:02:00,system
69319,113121,customer_phone,Z3IA3F,9667J8,2025-03-18T18:48:09,system
69320,115759,notes,WOK1H4,ML8U0G,2025-08-04T19:07:39,system
69321,59828,customer_phone,B2CXND,VXFLR5,2025-07-02T14:42:00,support
69322,78253,order_total,QMXF28,64OWTM,2024-03-16T07:51:04,system
69323,76879,shipping_address,SOCXZ1,HQ4KSO,2025-08-03T03:56:00,system
69324,116973,customer_phone,DHDJM3,UT55FN,2024-10-22T19:01:31,support
69325,46446,current_status,MLXW6W,UN4JXA,2024-06-20T10:52:26,system
69326,95730,current_status,J0JCBK,DU5CJF,2025-07-16T02:49:50,support
69327,74761,order_total,CEBHT5,V4PD23,2025-01-01T13:54:33,support
69328,44153,customer_phone,3COGD4,VCPC0B,2024-10-20T08:47:20,ops
69329,79314,order_total,36GNXL,I0VHBT,2024-07-06T23:24:19,support
69330,40864,shipping_address,OU2OT2,XXACVQ,2024-07-28T14:39:04,support
69331,73626,customer_phone,14YH8X,YYPD9X,2025-01-14T09:17:18,support
69332,57829,notes,3N8J5G,TNQJMJ,2024-03-18T12:28:30,system
69333,37639,notes,ZLOL98,BZ7CBD,2026-01-15T20:23:02,system
69334,109341,order_total,NPDVJI,GAH1RX,2024-06-04T11:50:36,ops
69335,1013,current_status,3FB1NJ,O95QF0,2025-06-25T13:22:29,system
69336,66893,notes,B8NLJG,41Q55J,2024-12-09T23:12:36,system
69337,3965,notes,NEY5Y1,G8NC6M,2025-06-27T10:57:32,support
69338,30757,customer_phone,RBBZAR,FIGJ7N,2024-06-11T20:38:26,ops
69339,97722,notes,AA1H2M,20NS0S,2025-06-28T04:19:24,system
69340,44819,shipping_address,9VJ9F6,SAIUR2,2026-01-06T08:33:32,support
69341,55498,notes,N00DOZ,TDCUXS,2025-11-07T15:37:50,ops
69342,84526,order_total,PHRDFF,WEFUO1,2025-05-01T04:25:51,system
69343,2438,notes,W6DCTQ,05FK1C,2026-02-12T10:24:36,support
69344,23500,shipping_address,2A8T4Z,ZO7BN9,2025-12-11T18:51:06,ops
69345,95136,notes,1BHYUP,SON5DE,2025-06-18T22:51:58,system
69346,68485,notes,7S7H5A,1XKD6G,2025-01-17T02:58:26,system
69347,80296,current_status,HFD475,S6N0D7,2024-11-05T06:08:01,system
69348,88685,shipping_address,X49ORS,D8VMYT,2026-02-05T17:57:10,system
69349,10688,customer_phone,LZ5YCD,F2Q42V,2025-06-30T06:08:13,system
69350,116937,customer_phone,IH6R16,TEN0WL,2025-08-15T09:41:49,support
69351,4940,notes,FSP6R1,QCAU0B,2026-01-30T05:59:16,system
69352,113543,current_status,BYWR64,WZU2TU,2024-11-05T11:52:19,ops
69353,6287,shipping_address,BZWS4T,U0NSKX,2025-03-13T22:20:10,support
69354,22447,current_status,OKFW6A,K6O2HV,2025-07-13T14:15:42,support
69355,84102,customer_phone,CUNFS0,NMVRSY,2024-05-01T15:54:17,support
69356,103206,customer_phone,L8NGFJ,6XLZCS,2024-07-30T13:14:38,ops
69357,69411,current_status,ZEL079,PPGR8U,2024-03-01T18:34:21,ops
69358,115967,order_total,0GXUB7,JE213G,2024-01-11T14:49:24,support
69359,55346,shipping_address,U5Z5G0,4BSJ99,2024-05-25T13:57:46,support
69360,105548,shipping_address,6ZF681,HKN7N5,2025-01-15T11:19:35,ops
69361,61368,shipping_address,WRVEAI,L9H8RC,2025-03-11T00:00:30,ops
69362,72096,shipping_address,EQX37P,NW8QJN,2025-01-19T14:03:43,system
69363,104071,current_status,V5NQZF,P20ECK,2025-03-23T22:10:37,ops
69364,39303,current_status,N1EB87,2OM03F,2025-06-11T17:12:31,support
69365,117070,current_status,34JSAR,0ULUZX,2024-02-23T12:53:43,ops
69366,48733,order_total,Z6UJBW,4H9DUO,2024-09-18T14:09:06,system
69367,88306,customer_phone,MD5PJP,NOWXYO,2024-01-27T10:07:54,system
69368,60513,shipping_address,U9FE36,55Q98O,2024-09-27T12:15:38,system
69369,54742,order_total,8Q741J,NUOLHA,2024-08-11T15:01:51,system
69370,77922,customer_phone,CJMWJP,X3HMD1,2025-08-30T08:12:31,system
69371,70630,notes,STX7V3,0NE062,2026-02-12T13:00:08,ops
69372,51420,notes,SSVGMP,WFIMSH,2024-09-07T09:08:56,ops
69373,14453,current_status,FOIDMG,7RC6LB,2025-06-18T10:57:29,ops
69374,42981,order_total,6CLL5G,3XGFK2,2024-09-07T11:23:17,support
69375,7275,customer_phone,PY6DWY,AHF6XT,2025-10-08T17:18:08,support
69376,29500,shipping_address,SLEF6O,WBC9WJ,2025-02-19T13:13:59,ops
69377,37459,notes,C336RD,O9WPMG,2026-02-19T18:05:55,system
69378,90413,notes,LPU0RR,62ESWJ,2024-09-26T09:49:37,ops
69379,96220,current_status,JM7TOM,7ZN0ND,2024-06-15T21:44:29,ops
69380,104433,customer_phone,8919HB,TMET7Z,2025-01-30T12:10:57,system
69381,95636,shipping_address,42Y07M,4ZZ4QY,2025-02-09T16:39:58,system
69382,15688,current_status,6ZXZ0N,V9VT0E,2025-11-07T22:44:53,system
69383,59875,customer_phone,MZK2SY,FAX3TU,2024-04-30T23:19:06,ops
69384,86197,order_total,1YIX6A,YDX3PJ,2025-08-17T23:22:17,system
69385,92417,order_total,M3XHX3,X6ZNJG,2025-11-04T09:32:43,support
69386,101230,notes,3FYJWB,9SU9MU,2024-12-13T12:13:39,system
69387,6468,shipping_address,8TA7AN,A3Y41U,2024-02-04T16:34:23,system
69388,5416,current_status,86DZET,AJD0EJ,2024-10-20T21:26:25,system
69389,10981,notes,WGTKQB,8G8SWX,2024-04-23T17:34:55,support
69390,35864,order_total,W5Y489,VYBD5Y,2025-11-07T21:32:00,support
69391,45784,shipping_address,NIWP3C,Y6EAIA,2024-10-19T06:46:57,system
69392,109970,notes,C9W3EM,HLGQQ3,2025-04-04T11:53:41,support
69393,7710,shipping_address,YRIPI6,G6OR7H,2025-07-05T10:13:47,system
69394,41337,notes,BCBZFE,79776K,2025-05-20T22:09:57,support
69395,58753,shipping_address,CR29SE,ZDCAG0,2024-12-07T14:56:46,ops
69396,53717,order_total,KMZ6DU,YAIQ9B,2026-01-16T02:01:20,support
69397,46066,shipping_address,BZV0BR,2EWMQZ,2025-01-05T19:00:01,support
69398,9130,notes,UTOLIH,IW8XJU,2024-07-22T16:56:19,system
69399,105223,shipping_address,YZKPIC,41FRQ2,2024-12-16T19:25:47,system
69400,52600,order_total,WIGE9G,5BW60B,2024-04-30T23:57:35,system
69401,93560,notes,LCTX4L,TSBKSC,2025-01-31T14:36:36,system
69402,88597,shipping_address,OM2X4O,TYAQYL,2024-11-30T12:05:08,system
69403,94300,order_total,MQFMBS,EMVN5J,2025-11-02T06:05:57,ops
69404,17359,order_total,3ACS87,HVH20G,2025-09-08T09:51:57,system
69405,67473,shipping_address,O0AAEK,8Q4Y8I,2024-04-12T16:28:37,system
69406,114837,customer_phone,D0YBSK,JQPS7F,2024-02-25T22:00:57,support
69407,95860,order_total,Z75CBY,WWAKEW,2025-10-06T05:58:23,support
69408,13229,order_total,0C77H4,IXFUP7,2024-09-04T04:44:24,system
69409,51260,notes,1O4SQ5,J8DRZP,2024-02-18T14:46:39,support
69410,13390,current_status,FCMRSG,5UYG67,2024-10-30T01:15:39,system
69411,87505,notes,37VFJU,HWI7R7,2024-07-28T07:30:14,system
69412,29787,current_status,2ZEW4U,VFSIYT,2025-02-20T03:33:41,ops
69413,28526,notes,3L3T2A,FDWCV7,2024-05-10T23:47:30,support
69414,73889,shipping_address,RBYEXB,QL6PCD,2024-07-11T14:53:09,ops
69415,101732,current_status,6N4BD2,3K25MZ,2025-12-30T14:45:21,system
69416,31763,current_status,EHY0QF,BIU8EC,2024-04-16T20:17:38,ops
69417,112730,notes,X6I0ZW,DPS35F,2024-10-03T05:42:39,system
69418,18663,shipping_address,7HBV0G,9FIGA9,2025-12-11T21:16:03,support
69419,106539,order_total,9R18IJ,LAWOGF,2025-03-23T09:50:14,system
69420,84347,order_total,6HCIDQ,DUT3F2,2024-12-10T16:43:23,support
69421,47707,notes,0Z1ML6,BIO7KK,2025-03-15T15:04:56,ops
69422,35689,shipping_address,O6NWUG,KVPHVJ,2024-09-09T03:14:13,system
69423,46890,order_total,4XJ34N,0P53RT,2024-05-05T00:35:03,system
69424,910,current_status,58B8MK,Y4IHAL,2024-05-25T19:46:42,support
69425,3076,order_total,IYKXUM,G4CX7Z,2024-10-22T03:58:40,support
69426,100062,customer_phone,WDAI0H,6X8OBR,2024-07-03T00:50:36,ops
69427,68859,customer_phone,290I9S,2O0AOC,2025-02-08T03:54:17,ops
69428,29252,shipping_address,N49RSH,8IM007,2024-09-27T04:22:01,system
69429,23133,notes,U04CP0,7L14T3,2025-07-17T20:31:38,system
69430,95228,customer_phone,7QHPAO,BVFDP0,2025-07-15T15:02:00,system
69431,104744,customer_phone,NU0SEL,04VT4U,2024-12-05T10:09:38,system
69432,98203,shipping_address,YZ8TOH,ZOYGBJ,2024-07-03T19:07:19,system
69433,60543,customer_phone,MRW1KZ,B65V8O,2025-03-14T02:42:37,system
69434,57063,current_status,4VSW78,RWUTX2,2025-09-04T09:46:17,system
69435,21101,order_total,I7CTCB,2CPF8N,2026-02-17T06:51:03,system
69436,49765,customer_phone,XWHUHB,IVGSD4,2026-01-22T07:38:37,support
69437,24795,notes,7QSOB4,R8P17O,2025-05-08T10:22:11,ops
69438,2585,shipping_address,DCCOXG,8U4UKM,2025-03-20T03:59:18,support
69439,66980,order_total,BG8GR5,K691K9,2026-02-08T05:55:05,ops
69440,70042,order_total,YD0V7G,926PAH,2025-03-25T03:12:19,system
69441,82092,current_status,YT1LYN,68TAIA,2024-07-02T20:46:46,system
69442,29632,order_total,WJ3CXD,S7ZCZB,2024-03-29T23:17:39,ops
69443,13888,order_total,B45LL4,QK3SJ4,2024-06-06T13:08:24,system
69444,92859,current_status,DU05ML,8QYLQP,2025-02-22T08:03:54,support
69445,30030,customer_phone,6ADDXO,72YMCP,2025-05-13T02:38:32,ops
69446,79453,customer_phone,OE8WI2,C7POU7,2025-05-17T13:59:07,system
69447,56671,notes,LYJ5I1,FXVRHA,2024-03-06T03:32:56,system
69448,90055,current_status,XJWYXA,K6O1N5,2024-08-06T01:35:52,system
69449,72181,order_total,B4LC8Q,N56ISA,2026-01-03T06:33:21,support
69450,5763,order_total,JPMTCJ,BLOBB2,2024-07-17T09:25:44,system
69451,30113,shipping_address,60XWSM,YSOJB2,2025-02-19T15:04:09,system
69452,11763,shipping_address,T5Y6S8,YAUXSI,2024-11-11T07:07:24,ops
69453,49813,current_status,06UAA2,V842C5,2024-09-14T01:20:57,ops
69454,19447,notes,IEN8FI,FYWQXN,2024-01-30T18:39:45,ops
69455,642,order_total,NVZFII,E73PM6,2024-06-29T15:50:43,support
69456,19364,notes,IIML7D,UJCVKZ,2024-12-07T09:28:48,ops
69457,25826,notes,XJRXZ8,2IPH9J,2025-04-03T13:25:12,ops
69458,37184,customer_phone,2NBEIY,1N9LKJ,2025-01-22T03:35:54,system
69459,119225,order_total,8RWO1D,E14QZQ,2024-11-24T17:38:29,support
69460,78733,current_status,06UIB7,7SCP4R,2026-01-15T15:23:04,support
69461,96895,notes,AGUGGJ,40CGQL,2025-11-23T00:19:27,ops
69462,29166,notes,F7KMQL,5IR14B,2025-07-14T05:38:54,ops
69463,112171,shipping_address,KX4YKO,U862DP,2024-01-12T11:28:53,support
69464,112631,current_status,RM6ZWV,C8OTET,2024-02-07T07:49:09,ops
69465,73698,current_status,CG1R97,NRFJVA,2025-10-19T21:18:05,support
69466,80691,customer_phone,ELV4KN,4B3XDP,2024-01-14T05:58:46,ops
69467,40775,notes,Y6R7PZ,T0WSUF,2024-09-08T07:11:14,support
69468,1546,notes,EDR5OQ,0ISP3J,2025-12-16T00:52:07,system
69469,115908,order_total,2YYPDM,ESOD9P,2025-09-02T14:05:07,support
69470,74241,shipping_address,AGQYGY,VFFQ0D,2024-11-14T17:51:26,support
69471,117340,current_status,1NEQS8,2W0BMO,2024-09-27T00:14:05,system
69472,57197,current_status,ITT54K,XDYDC0,2024-06-09T07:48:27,system
69473,63555,customer_phone,XPR3KK,3QLSLJ,2026-02-01T05:10:16,system
69474,56826,order_total,CI6OD5,JOCQON,2025-12-26T23:46:30,ops
69475,26272,shipping_address,TOS7XU,NPUIJ7,2024-12-03T20:19:50,support
69476,87565,order_total,J6AJBS,SLIYAH,2025-04-21T15:46:16,support
69477,35891,shipping_address,H2BWN2,IX27W0,2025-06-15T01:26:27,system
69478,31025,customer_phone,235JLN,Q6RMK3,2024-04-03T16:16:49,support
69479,29373,order_total,T2N7DL,WEFPEP,2024-04-26T09:24:31,support
69480,26351,notes,61YFEN,PMIUXZ,2025-08-16T11:15:15,ops
69481,118238,current_status,LFHC5R,N39NTO,2024-04-04T07:31:01,ops
69482,62332,notes,I93SHL,2Q6359,2024-12-18T07:30:24,system
69483,39290,customer_phone,7H5JS8,2RK0ZM,2024-05-01T19:41:27,system
69484,51649,current_status,ER1GUK,T3PV5P,2024-10-17T13:31:55,system
69485,84249,order_total,ICTSZA,N29VKI,2024-03-29T19:29:06,ops
69486,47466,shipping_address,648INU,5J32QZ,2025-11-14T06:45:08,support
69487,15794,order_total,RA35RH,ZT5QTM,2025-01-15T16:49:54,ops
69488,118834,current_status,ANMGWN,GL9E50,2024-03-06T07:05:50,system
69489,110635,current_status,D5T3C1,PW9TPO,2025-09-29T21:15:48,support
69490,73688,current_status,0RFUW3,BH4QD4,2024-11-20T23:21:28,ops
69491,37317,shipping_address,DL4VBC,2PWTZC,2025-11-15T12:49:43,ops
69492,103191,shipping_address,AJT31O,PKUXB3,2025-03-26T06:47:15,support
69493,46427,notes,WN4UUO,9BCQSY,2025-04-19T15:05:25,system
69494,119080,order_total,NSNCVQ,7SWBKQ,2025-04-03T21:17:28,system
69495,40382,customer_phone,70QUFQ,HA3IQG,2024-06-14T01:22:05,support
69496,43889,current_status,6U7FOR,MKYL1E,2025-05-29T04:30:15,ops
69497,71844,order_total,HR8CPZ,J7PRKX,2025-02-26T00:13:03,support
69498,72308,current_status,8L04J5,INNXJX,2024-10-14T04:59:45,system
69499,19064,current_status,WZHYL3,8UT5HY,2025-02-24T18:36:00,ops
69500,72700,order_total,ZZ2H5P,PX8902,2024-10-11T22:31:19,support
69501,54842,current_status,8SLMS3,GWVVAW,2024-05-13T05:32:27,system
69502,45140,order_total,90TC2Q,2B1UJH,2025-04-18T01:33:50,support
69503,7195,notes,S5B3DB,RMWGFR,2024-04-13T12:40:28,ops
69504,98367,customer_phone,SP0J0O,LQT2OM,2024-03-22T10:07:44,support
69505,29618,current_status,RRU5XI,8Y8GYL,2024-10-21T14:37:33,system
69506,6739,customer_phone,PEZ85J,8GXOPD,2025-05-29T03:15:07,system
69507,63217,notes,SLKHSZ,3SNCMN,2025-01-31T06:55:04,ops
69508,106426,customer_phone,9Y3PAX,XEOPY2,2025-02-20T12:34:56,ops
69509,89236,notes,ZI282H,EJDN4R,2025-08-10T09:01:21,ops
69510,13986,shipping_address,TC9YTQ,1HX8WU,2024-04-26T09:45:14,support
69511,114838,notes,5KSBHI,JHX9JL,2024-05-25T17:30:54,system
69512,98700,notes,IRL3O1,9FHAHM,2025-03-17T14:43:18,ops
69513,67926,order_total,Z9QIWY,SGT0DE,2024-12-13T00:38:05,support
69514,28991,notes,WCZ0I4,KKW132,2024-05-19T06:07:54,support
69515,23828,order_total,6AMUW8,XD6PT9,2025-12-27T09:00:16,system
69516,75144,order_total,55IJP0,XFF18I,2024-02-13T15:45:18,ops
69517,76755,order_total,U4BDMQ,BVN6ZE,2025-11-02T01:02:22,system
69518,331,notes,34S174,FO9PAY,2025-04-21T07:50:48,ops
69519,119623,notes,Z8KE2B,8FHJ4U,2024-11-07T10:07:59,support
69520,118356,current_status,E2LC4P,6YI00A,2025-01-23T01:05:01,system
69521,18268,current_status,ME42OR,J4DB1T,2024-02-09T22:25:10,system
69522,109901,notes,C8RWHL,FSPH2H,2025-01-17T07:35:08,ops
69523,2979,current_status,UYS5SU,5L3Z0F,2024-01-28T20:51:35,support
69524,11021,customer_phone,YBP6L9,4NDXUG,2025-03-22T04:42:04,ops
69525,111092,current_status,FQLR1V,TGDUI6,2025-03-11T04:19:42,ops
69526,87322,shipping_address,9V3Z5L,PFLWZA,2025-12-24T10:37:14,system
69527,23571,customer_phone,9150U5,VTMJHG,2024-09-18T19:01:06,ops
69528,109877,customer_phone,AFTMDK,UMX4TO,2025-05-02T22:52:21,support
69529,73354,shipping_address,WC07YK,IDD18S,2025-08-22T19:18:27,support
69530,85770,order_total,W4S32U,J3HCNP,2024-11-20T09:11:11,system
69531,69498,current_status,0DNVEP,2DLODK,2025-12-26T22:35:20,system
69532,20126,current_status,QI457I,R6E5YC,2025-03-09T19:04:18,support
69533,9378,notes,SEFXR2,HJT9Q3,2025-06-26T22:59:12,ops
69534,74190,current_status,M1HASE,RWZ8PF,2025-10-08T12:19:48,system
69535,26043,current_status,TRC7T9,BLFBQR,2024-06-08T23:28:46,system
69536,15369,customer_phone,NJMYQE,L12H4A,2024-01-24T00:15:56,support
69537,58494,current_status,X48L3J,V2XWSZ,2025-11-02T02:02:14,system
69538,32114,order_total,I5AM9W,FFTY4C,2024-11-14T18:12:23,support
69539,43890,notes,RMV90N,H06G1L,2024-10-26T15:53:40,support
69540,59307,notes,KILFFF,4L2R1Q,2024-05-30T20:05:52,ops
69541,105676,current_status,FZRXYQ,KPMROZ,2025-10-30T20:21:17,support
69542,60385,shipping_address,RSEGJ8,MZUVCD,2026-02-15T17:46:03,system
69543,72390,shipping_address,DHJXKV,42EWDJ,2024-02-19T14:06:45,system
69544,20548,current_status,HNJJ5J,JGKW0B,2025-03-29T02:04:17,ops
69545,37647,customer_phone,DZ495H,8GVJG1,2024-11-08T03:43:23,system
69546,77482,notes,Y48IMD,WXLH48,2024-07-21T05:13:52,ops
69547,43964,order_total,W4HRFF,YEN98D,2025-07-07T04:06:45,support
69548,30454,notes,SDCL7N,WWGBXG,2025-10-01T05:34:46,system
69549,71592,current_status,KIQ1Y7,40FJOH,2025-06-17T20:20:18,support
69550,71231,current_status,HKDZPC,A9A17Z,2025-07-26T16:01:18,system
69551,22369,shipping_address,LA4PDG,CH0JOT,2025-12-29T04:49:19,support
69552,95344,customer_phone,BP029U,JX9FTN,2024-03-18T22:46:48,support
69553,83224,customer_phone,X513J1,N96OD9,2025-07-11T06:37:04,ops
69554,3101,shipping_address,NPT9W7,UHOC37,2025-06-23T12:08:47,ops
69555,2161,order_total,JLHEHH,UTHD1N,2024-07-23T02:29:15,support
69556,42591,shipping_address,SJLZPY,HH97IG,2024-10-15T20:26:13,ops
69557,60085,order_total,RU6IHK,URGI73,2024-02-09T14:18:48,ops
69558,86854,current_status,HBD5EG,86C1YM,2025-05-19T22:08:02,ops
69559,83373,current_status,0BEVHF,Z6JOC0,2025-03-07T10:39:59,system
69560,43226,notes,PIGSD2,25QFD9,2024-02-05T03:32:47,support
69561,23422,current_status,O6GD4X,2QZ0AE,2024-09-03T14:05:43,support
69562,115929,shipping_address,O4OR2Q,FOAR8A,2025-05-16T18:49:30,support
69563,20110,notes,K7E9FH,O5FTC6,2024-10-28T01:13:32,ops
69564,8654,notes,6JWO61,401MQL,2024-05-23T10:31:23,ops
69565,43867,customer_phone,TCSWU7,HO6XOM,2024-04-18T10:31:50,ops
69566,73409,current_status,1CTNQF,K6WQ1I,2024-09-03T06:27:08,ops
69567,114976,current_status,7MCURY,Z2ZCO4,2024-06-02T00:30:57,support
69568,56481,notes,76E43G,DDNEIK,2025-01-04T00:56:47,support
69569,15386,current_status,7WRTLD,2KOAGD,2025-08-21T19:04:32,system
69570,61288,customer_phone,V0FYRP,QGTPLE,2025-02-20T10:22:52,support
69571,87751,current_status,M4ARH5,7FLB4Q,2025-09-25T12:23:07,ops
69572,58863,notes,MUR442,974GQM,2024-04-29T04:51:51,support
69573,45570,current_status,SVI790,M4C9MN,2025-08-23T17:52:53,support
69574,63979,shipping_address,D4WZOD,CGQK5N,2025-09-08T19:08:00,ops
69575,29096,customer_phone,KY5M00,UYWURY,2025-12-18T10:09:40,ops
69576,105360,order_total,FG5AT1,DDBWLR,2025-03-07T03:35:48,ops
69577,16382,order_total,0A8CJV,KC0OPO,2024-06-24T19:23:42,ops
69578,28461,order_total,ONQBPU,DTOF93,2025-01-28T09:30:19,system
69579,12960,customer_phone,97SOES,0N3AKT,2024-08-09T02:49:10,system
